maxIter,layer,blockSize,acc,f1,precision,recall
10,"[7, 4, 2]",16,0.6704980842911877,0.5904761904761905,0.5794392523364486,0.6019417475728155
10,"[7, 4, 2]",64,0.5747126436781609,0.6185567010309279,0.4787234042553192,0.8737864077669902
10,"[7, 4, 2]",128,0.6666666666666666,0.5445026178010471,0.5909090909090909,0.5048543689320388
10,"[7, 4, 2]",256,0.6666666666666666,0.5445026178010471,0.5909090909090909,0.5048543689320388
10,"[7, 8, 4, 2]",16,0.6551724137931034,0.5794392523364486,0.5585585585585585,0.6019417475728155
10,"[7, 8, 4, 2]",64,0.3946360153256705,0.5659340659340659,0.3946360153256705,1.0
10,"[7, 8, 4, 2]",128,0.6245210727969349,0.5916666666666667,0.5182481751824818,0.6893203883495146
10,"[7, 8, 4, 2]",256,0.6245210727969349,0.5916666666666667,0.5182481751824818,0.6893203883495146
10,"[7, 32, 64, 16, 2]",16,0.6743295019157088,0.519774011299435,0.6216216216216216,0.44660194174757284
10,"[7, 32, 64, 16, 2]",64,0.5172413793103449,0.6012658227848101,0.4460093896713615,0.9223300970873787
10,"[7, 32, 64, 16, 2]",128,0.6704980842911877,0.5113636363636364,0.6164383561643836,0.4368932038834951
10,"[7, 32, 64, 16, 2]",256,0.6704980842911877,0.5113636363636364,0.6164383561643836,0.4368932038834951
100,"[7, 4, 2]",16,0.7586206896551724,0.6701570680628273,0.7272727272727273,0.6213592233009708
100,"[7, 4, 2]",64,0.7241379310344828,0.6727272727272727,0.6324786324786325,0.7184466019417476
100,"[7, 4, 2]",128,0.7662835249042146,0.6839378238341969,0.7333333333333333,0.6407766990291263
100,"[7, 4, 2]",256,0.7662835249042146,0.6839378238341969,0.7333333333333333,0.6407766990291263
100,"[7, 8, 4, 2]",16,0.6781609195402298,0.5280898876404494,0.6266666666666667,0.4563106796116505
100,"[7, 8, 4, 2]",64,0.7203065134099617,0.683982683982684,0.6171875,0.7669902912621359
100,"[7, 8, 4, 2]",128,0.7509578544061303,0.656084656084656,0.7209302325581395,0.6019417475728155
100,"[7, 8, 4, 2]",256,0.7509578544061303,0.656084656084656,0.7209302325581395,0.6019417475728155
100,"[7, 32, 64, 16, 2]",16,0.7662835249042146,0.6903553299492385,0.723404255319149,0.6601941747572816
100,"[7, 32, 64, 16, 2]",64,0.7126436781609196,0.6808510638297872,0.6060606060606061,0.7766990291262136
100,"[7, 32, 64, 16, 2]",128,0.7701149425287356,0.7,0.7216494845360825,0.6796116504854369
