maxIter,layer,blockSize,acc,f1,precision,recall
10,"[7, 4, 2]",16,0.6654205607476635,0.6048565121412803,0.545816733067729,0.6782178217821783
10,"[7, 4, 2]",64,0.6616822429906543,0.6124197002141327,0.539622641509434,0.7079207920792079
10,"[7, 4, 2]",128,0.6616822429906543,0.6124197002141327,0.539622641509434,0.7079207920792079
10,"[7, 4, 2]",256,0.6616822429906543,0.6124197002141327,0.539622641509434,0.7079207920792079
10,"[7, 8, 4, 2]",16,0.6953271028037383,0.5484764542936288,0.6226415094339622,0.4900990099009901
10,"[7, 8, 4, 2]",64,0.6934579439252336,0.5418994413407822,0.6217948717948718,0.4801980198019802
10,"[7, 8, 4, 2]",128,0.6934579439252336,0.5418994413407822,0.6217948717948718,0.4801980198019802
10,"[7, 8, 4, 2]",256,0.6934579439252336,0.5418994413407822,0.6217948717948718,0.4801980198019802
10,"[7, 32, 64, 16, 2]",16,0.697196261682243,0.55,0.6265822784810127,0.4900990099009901
10,"[7, 32, 64, 16, 2]",64,0.697196261682243,0.5397727272727273,0.6333333333333333,0.47029702970297027
10,"[7, 32, 64, 16, 2]",128,0.697196261682243,0.5397727272727273,0.6333333333333333,0.47029702970297027
10,"[7, 32, 64, 16, 2]",256,0.697196261682243,0.5397727272727273,0.6333333333333333,0.47029702970297027
100,"[7, 4, 2]",16,0.788785046728972,0.6986666666666667,0.7572254335260116,0.6485148514851485
100,"[7, 4, 2]",64,0.811214953271028,0.7154929577464789,0.8300653594771242,0.6287128712871287
100,"[7, 4, 2]",128,0.811214953271028,0.7154929577464789,0.8300653594771242,0.6287128712871287
100,"[7, 4, 2]",256,0.811214953271028,0.7154929577464789,0.8300653594771242,0.6287128712871287
100,"[7, 8, 4, 2]",16,0.697196261682243,0.5371428571428571,0.6351351351351351,0.46534653465346537
100,"[7, 8, 4, 2]",64,0.7682242990654206,0.6945812807881774,0.6911764705882353,0.698019801980198
100,"[7, 8, 4, 2]",128,0.7682242990654206,0.6945812807881774,0.6911764705882353,0.698019801980198
100,"[7, 8, 4, 2]",256,0.7682242990654206,0.6945812807881774,0.6911764705882353,0.698019801980198
100,"[7, 32, 64, 16, 2]",16,0.8037383177570093,0.7025495750708215,0.8211920529801324,0.6138613861386139
100,"[7, 32, 64, 16, 2]",64,0.8037383177570093,0.72,0.7803468208092486,0.6683168316831684
100,"[7, 32, 64, 16, 2]",128,0.8037383177570093,0.72,0.7803468208092486,0.6683168316831684
100,"[7, 32, 64, 16, 2]",256,0.8037383177570093,0.72,0.7803468208092486,0.6683168316831684
500,"[7, 4, 2]",16,0.7962616822429907,0.7029972752043597,0.7818181818181819,0.6386138613861386
500,"[7, 4, 2]",64,0.7981308411214953,0.6804733727810651,0.8455882352941176,0.5693069306930693
500,"[7, 4, 2]",128,0.7981308411214953,0.6804733727810651,0.8455882352941176,0.5693069306930693
500,"[7, 4, 2]",256,0.7981308411214953,0.6804733727810651,0.8455882352941176,0.5693069306930693
500,"[7, 8, 4, 2]",16,0.8093457943925234,0.7258064516129032,0.7941176470588235,0.6683168316831684
500,"[7, 8, 4, 2]",64,0.7663551401869159,0.6898263027295285,0.6915422885572139,0.6881188118811881
500,"[7, 8, 4, 2]",128,0.7663551401869159,0.6898263027295285,0.6915422885572139,0.6881188118811881
500,"[7, 8, 4, 2]",256,0.7663551401869159,0.6898263027295285,0.6915422885572139,0.6881188118811881
500,"[7, 32, 64, 16, 2]",16,0.8,0.7304785894206549,0.7435897435897436,0.7178217821782178
500,"[7, 32, 64, 16, 2]",64,0.8018691588785046,0.7195767195767195,0.7727272727272727,0.6732673267326733
500,"[7, 32, 64, 16, 2]",128,0.8018691588785046,0.7195767195767195,0.7727272727272727,0.6732673267326733
500,"[7, 32, 64, 16, 2]",256,0.8018691588785046,0.7195767195767195,0.7727272727272727,0.6732673267326733
1000,"[7, 4, 2]",16,0.8093457943925234,0.7258064516129032,0.7941176470588235,0.6683168316831684
1000,"[7, 4, 2]",64,0.8074766355140187,0.7031700288184438,0.8413793103448276,0.6039603960396039
1000,"[7, 4, 2]",128,0.8074766355140187,0.7031700288184438,0.8413793103448276,0.6039603960396039
1000,"[7, 4, 2]",256,0.8074766355140187,0.7031700288184438,0.8413793103448276,0.6039603960396039
1000,"[7, 8, 4, 2]",16,0.7962616822429907,0.7212276214833759,0.746031746031746,0.698019801980198
1000,"[7, 8, 4, 2]",64,0.7588785046728972,0.670076726342711,0.6931216931216931,0.6485148514851485
1000,"[7, 8, 4, 2]",128,0.7588785046728972,0.670076726342711,0.6931216931216931,0.6485148514851485
1000,"[7, 8, 4, 2]",256,0.7588785046728972,0.670076726342711,0.6931216931216931,0.6485148514851485
1000,"[7, 32, 64, 16, 2]",16,0.7588785046728972,0.684596577017115,0.6763285024154589,0.693069306930693
1000,"[7, 32, 64, 16, 2]",64,0.7906542056074767,0.7185929648241206,0.7295918367346939,0.7079207920792079
1000,"[7, 32, 64, 16, 2]",128,0.7906542056074767,0.7185929648241206,0.7295918367346939,0.7079207920792079
1000,"[7, 32, 64, 16, 2]",256,0.7906542056074767,0.7185929648241206,0.7295918367346939,0.7079207920792079
1500,"[7, 4, 2]",16,0.8149532710280374,0.7374005305039788,0.7942857142857143,0.6881188118811881
1500,"[7, 4, 2]",64,0.8205607476635514,0.7272727272727273,0.8533333333333334,0.6336633663366337
1500,"[7, 4, 2]",128,0.8205607476635514,0.7272727272727273,0.8533333333333334,0.6336633663366337
1500,"[7, 4, 2]",256,0.8205607476635514,0.7272727272727273,0.8533333333333334,0.6336633663366337
