maxIter,layer,blockSize,acc,f1,precision,recall
1500,"[7, 8, 4, 2]",16,0.7962616822429907,0.7212276214833759,0.746031746031746,0.698019801980198
1500,"[7, 8, 4, 2]",64,0.7457943925233644,0.6582914572864321,0.6683673469387755,0.6485148514851485
1500,"[7, 8, 4, 2]",128,0.7457943925233644,0.6582914572864321,0.6683673469387755,0.6485148514851485
1500,"[7, 8, 4, 2]",256,0.7457943925233644,0.6582914572864321,0.6683673469387755,0.6485148514851485
1500,"[7, 32, 64, 16, 2]",16,0.7607476635514019,0.681592039800995,0.685,0.6782178217821783
1500,"[7, 32, 64, 16, 2]",64,0.7906542056074767,0.7142857142857143,0.7368421052631579,0.693069306930693
1500,"[7, 32, 64, 16, 2]",128,0.7906542056074767,0.7142857142857143,0.7368421052631579,0.693069306930693
1500,"[7, 32, 64, 16, 2]",256,0.7906542056074767,0.7142857142857143,0.7368421052631579,0.693069306930693
1800,"[7, 4, 2]",16,0.8149532710280374,0.7387862796833773,0.7909604519774012,0.693069306930693
1800,"[7, 4, 2]",64,0.8149532710280374,0.717948717948718,0.8456375838926175,0.6237623762376238
1800,"[7, 4, 2]",128,0.8149532710280374,0.717948717948718,0.8456375838926175,0.6237623762376238
1800,"[7, 4, 2]",256,0.8149532710280374,0.717948717948718,0.8456375838926175,0.6237623762376238
1800,"[7, 8, 4, 2]",16,0.7962616822429907,0.7212276214833759,0.746031746031746,0.698019801980198
1800,"[7, 8, 4, 2]",64,0.7514018691588785,0.6649874055415617,0.676923076923077,0.6534653465346535
1800,"[7, 8, 4, 2]",128,0.7514018691588785,0.6649874055415617,0.676923076923077,0.6534653465346535
1800,"[7, 8, 4, 2]",256,0.7514018691588785,0.6649874055415617,0.676923076923077,0.6534653465346535
1800,"[7, 32, 64, 16, 2]",16,0.7495327102803738,0.654639175257732,0.6827956989247311,0.6287128712871287
1800,"[7, 32, 64, 16, 2]",64,0.7850467289719626,0.7103274559193955,0.7230769230769231,0.698019801980198
1800,"[7, 32, 64, 16, 2]",128,0.7850467289719626,0.7103274559193955,0.7230769230769231,0.698019801980198
1800,"[7, 32, 64, 16, 2]",256,0.7850467289719626,0.7103274559193955,0.7230769230769231,0.698019801980198
