maxIter,layer,blockSize,nb,lsvc,mlp,acc_3,acc_2
100,"[7, 4, 2]",16,0.5333333333333333,0.6467661691542289,0.6701570680628273,0.7394636015325671,0.7586206896551724
100,"[7, 4, 2]",64,0.5333333333333333,0.6467661691542289,0.6727272727272727,0.7279693486590039,0.7241379310344828
100,"[7, 4, 2]",128,0.5333333333333333,0.6467661691542289,0.6839378238341969,0.7471264367816092,0.7662835249042146
100,"[7, 4, 2]",256,0.5333333333333333,0.6467661691542289,0.6839378238341969,0.7471264367816092,0.7662835249042146
100,"[7, 32, 64, 16, 2]",16,0.5333333333333333,0.6467661691542289,0.6903553299492385,0.7471264367816092,0.7662835249042146
100,"[7, 32, 64, 16, 2]",64,0.5333333333333333,0.6467661691542289,0.6808510638297872,0.7164750957854407,0.7126436781609196
100,"[7, 32, 64, 16, 2]",128,0.5333333333333333,0.6467661691542289,0.7,0.7586206896551724,0.7701149425287356
100,"[7, 32, 64, 16, 2]",256,0.5333333333333333,0.6467661691542289,0.7,0.7586206896551724,0.7701149425287356
500,"[7, 4, 2]",16,0.5333333333333333,0.6467661691542289,0.6871794871794872,0.7471264367816092,0.7662835249042146
500,"[7, 4, 2]",64,0.5333333333333333,0.6467661691542289,0.6846846846846847,0.735632183908046,0.7318007662835249
500,"[7, 4, 2]",128,0.5333333333333333,0.6467661691542289,0.6974358974358974,0.7547892720306514,0.7739463601532567
500,"[7, 4, 2]",256,0.5333333333333333,0.6467661691542289,0.6974358974358974,0.7547892720306514,0.7739463601532567
500,"[7, 32, 64, 16, 2]",16,0.5333333333333333,0.6467661691542289,0.6804123711340206,0.7509578544061303,0.7624521072796935
500,"[7, 32, 64, 16, 2]",64,0.5333333333333333,0.6467661691542289,0.6956521739130435,0.7394636015325671,0.7318007662835249
500,"[7, 32, 64, 16, 2]",128,0.5333333333333333,0.6467661691542289,0.7461139896373057,0.789272030651341,0.8122605363984674
500,"[7, 32, 64, 16, 2]",256,0.5333333333333333,0.6467661691542289,0.7461139896373057,0.789272030651341,0.8122605363984674
1000,"[7, 4, 2]",16,0.5333333333333333,0.6467661691542289,0.6875,0.7509578544061303,0.7701149425287356
1000,"[7, 4, 2]",64,0.5333333333333333,0.6467661691542289,0.6846846846846847,0.735632183908046,0.7318007662835249
1000,"[7, 4, 2]",128,0.5333333333333333,0.6467661691542289,0.7015706806282722,0.7624521072796935,0.7816091954022989
1000,"[7, 4, 2]",256,0.5333333333333333,0.6467661691542289,0.7015706806282722,0.7624521072796935,0.7816091954022989
1000,"[7, 32, 64, 16, 2]",16,0.5333333333333333,0.6467661691542289,0.7106598984771574,0.7701149425287356,0.7816091954022989
1000,"[7, 32, 64, 16, 2]",64,0.5333333333333333,0.6467661691542289,0.7029702970297029,0.7586206896551724,0.7701149425287356
1000,"[7, 32, 64, 16, 2]",128,0.5333333333333333,0.6467661691542289,0.7087378640776699,0.7586206896551724,0.7701149425287356
1000,"[7, 32, 64, 16, 2]",256,0.5333333333333333,0.6467661691542289,0.7087378640776699,0.7586206896551724,0.7701149425287356
1500,"[7, 4, 2]",16,0.5333333333333333,0.6467661691542289,0.7246376811594203,0.7624521072796935,0.7816091954022989
1500,"[7, 4, 2]",64,0.5333333333333333,0.6467661691542289,0.6846846846846847,0.735632183908046,0.7318007662835249
1500,"[7, 4, 2]",128,0.5333333333333333,0.6467661691542289,0.7052631578947368,0.7662835249042146,0.7854406130268199
1500,"[7, 4, 2]",256,0.5333333333333333,0.6467661691542289,0.7052631578947368,0.7662835249042146,0.7854406130268199
1500,"[7, 32, 64, 16, 2]",16,0.5333333333333333,0.6467661691542289,0.6770833333333334,0.7662835249042146,0.7624521072796935
1500,"[7, 32, 64, 16, 2]",64,0.5333333333333333,0.6467661691542289,0.6556016597510373,0.7049808429118773,0.6819923371647509
1500,"[7, 32, 64, 16, 2]",128,0.5333333333333333,0.6467661691542289,0.7058823529411765,0.7547892720306514,0.7701149425287356
1500,"[7, 32, 64, 16, 2]",256,0.5333333333333333,0.6467661691542289,0.7058823529411765,0.7547892720306514,0.7701149425287356
1800,"[7, 4, 2]",16,0.5333333333333333,0.6467661691542289,0.6831683168316832,0.7394636015325671,0.7547892720306514
1800,"[7, 4, 2]",64,0.5333333333333333,0.6467661691542289,0.6846846846846847,0.735632183908046,0.7318007662835249
1800,"[7, 4, 2]",128,0.5333333333333333,0.6467661691542289,0.6907216494845361,0.7547892720306514,0.7701149425287356
1800,"[7, 4, 2]",256,0.5333333333333333,0.6467661691542289,0.6907216494845361,0.7547892720306514,0.7701149425287356
1800,"[7, 32, 64, 16, 2]",16,0.5333333333333333,0.6467661691542289,0.6736842105263158,0.7662835249042146,0.7624521072796935
1800,"[7, 32, 64, 16, 2]",64,0.5333333333333333,0.6467661691542289,0.6502057613168725,0.7049808429118773,0.6743295019157088
1800,"[7, 32, 64, 16, 2]",128,0.5333333333333333,0.6467661691542289,0.7203791469194313,0.7624521072796935,0.7739463601532567
1800,"[7, 32, 64, 16, 2]",256,0.5333333333333333,0.6467661691542289,0.7203791469194313,0.7624521072796935,0.7739463601532567
