maxIter,layer,blockSize,nb,lsvc,mlp,acc_3,acc_2
100,"[7, 4, 2]",16,0.5344827586206896,0.6666666666666666,0.6910569105691057,0.7742857142857142,0.7828571428571428
100,"[7, 4, 2]",64,0.5344827586206896,0.6666666666666666,0.584070796460177,0.7342857142857143,0.7542857142857143
100,"[7, 4, 2]",128,0.5344827586206896,0.6666666666666666,0.6835443037974683,0.7771428571428571,0.7857142857142857
100,"[7, 4, 2]",256,0.5344827586206896,0.6666666666666666,0.6835443037974683,0.7771428571428571,0.7857142857142857
100,"[7, 32, 64, 16, 2]",16,0.5344827586206896,0.6666666666666666,0.6838235294117647,0.7685714285714286,0.7542857142857143
100,"[7, 32, 64, 16, 2]",64,0.5344827586206896,0.6666666666666666,0.5921787709497207,0.7171428571428572,0.7542857142857143
100,"[7, 32, 64, 16, 2]",128,0.5344827586206896,0.6666666666666666,0.7068273092369478,0.7828571428571428,0.7914285714285715
100,"[7, 32, 64, 16, 2]",256,0.5344827586206896,0.6666666666666666,0.7068273092369478,0.7828571428571428,0.7914285714285715
500,"[7, 4, 2]",16,0.5344827586206896,0.6666666666666666,0.7044534412955465,0.7828571428571428,0.7914285714285715
500,"[7, 4, 2]",64,0.5344827586206896,0.6666666666666666,0.5802197802197803,0.7342857142857143,0.7542857142857143
500,"[7, 4, 2]",128,0.5344827586206896,0.6666666666666666,0.6747967479674797,0.7628571428571429,0.7714285714285715
500,"[7, 4, 2]",256,0.5344827586206896,0.6666666666666666,0.6747967479674797,0.7628571428571429,0.7714285714285715
500,"[7, 32, 64, 16, 2]",16,0.5344827586206896,0.6666666666666666,0.65,0.7657142857142857,0.7542857142857143
500,"[7, 32, 64, 16, 2]",64,0.5344827586206896,0.6666666666666666,0.6645161290322581,0.7857142857142857,0.7542857142857143
500,"[7, 32, 64, 16, 2]",128,0.5344827586206896,0.6666666666666666,0.708171206225681,0.7771428571428571,0.7857142857142857
500,"[7, 32, 64, 16, 2]",256,0.5344827586206896,0.6666666666666666,0.708171206225681,0.7771428571428571,0.7857142857142857
1000,"[7, 4, 2]",16,0.5344827586206896,0.6666666666666666,0.7068273092369478,0.7828571428571428,0.7914285714285715
1000,"[7, 4, 2]",64,0.5344827586206896,0.6666666666666666,0.5802197802197803,0.7342857142857143,0.7542857142857143
1000,"[7, 4, 2]",128,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.8,0.8028571428571428
1000,"[7, 4, 2]",256,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.8,0.8028571428571428
1000,"[7, 32, 64, 16, 2]",16,0.5344827586206896,0.6666666666666666,0.662020905923345,0.7885714285714286,0.7542857142857143
1000,"[7, 32, 64, 16, 2]",64,0.5344827586206896,0.6666666666666666,0.7062937062937062,0.7914285714285715,0.76
1000,"[7, 32, 64, 16, 2]",128,0.5344827586206896,0.6666666666666666,0.7230769230769231,0.7885714285714286,0.7942857142857143
1000,"[7, 32, 64, 16, 2]",256,0.5344827586206896,0.6666666666666666,0.7230769230769231,0.7885714285714286,0.7942857142857143
1500,"[7, 4, 2]",16,0.5344827586206896,0.6666666666666666,0.7068273092369478,0.7828571428571428,0.7914285714285715
1500,"[7, 4, 2]",64,0.5344827586206896,0.6666666666666666,0.5802197802197803,0.7342857142857143,0.7542857142857143
1500,"[7, 4, 2]",128,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.8,0.8028571428571428
1500,"[7, 4, 2]",256,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.8,0.8028571428571428
1500,"[7, 32, 64, 16, 2]",16,0.5344827586206896,0.6666666666666666,0.6827586206896552,0.7942857142857143,0.7371428571428571
1500,"[7, 32, 64, 16, 2]",64,0.5344827586206896,0.6666666666666666,0.6925795053003534,0.7828571428571428,0.7514285714285714
1500,"[7, 32, 64, 16, 2]",128,0.5344827586206896,0.6666666666666666,0.7265625,0.7914285714285715,0.8
1500,"[7, 32, 64, 16, 2]",256,0.5344827586206896,0.6666666666666666,0.7265625,0.7914285714285715,0.8
1800,"[7, 4, 2]",16,0.5344827586206896,0.6666666666666666,0.7068273092369478,0.7828571428571428,0.7914285714285715
1800,"[7, 4, 2]",64,0.5344827586206896,0.6666666666666666,0.5802197802197803,0.7342857142857143,0.7542857142857143
1800,"[7, 4, 2]",128,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.8,0.8028571428571428
1800,"[7, 4, 2]",256,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.8,0.8028571428571428
1800,"[7, 32, 64, 16, 2]",16,0.5344827586206896,0.6666666666666666,0.6689895470383276,0.7971428571428572,0.7285714285714285
1800,"[7, 32, 64, 16, 2]",64,0.5344827586206896,0.6666666666666666,0.7038327526132404,0.7828571428571428,0.7571428571428571
1800,"[7, 32, 64, 16, 2]",128,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.7942857142857143,0.8028571428571428
1800,"[7, 32, 64, 16, 2]",256,0.5344827586206896,0.6666666666666666,0.7315175097276264,0.7942857142857143,0.8028571428571428
