maxIter,layer,blockSize,nb,lsvc,mlp,acc_3,acc_2
100,"[7, 4, 2]",16,0.5694915254237288,0.6934984520123839,0.7002967359050445,0.7820224719101123,0.7730337078651686
100,"[7, 4, 2]",64,0.5694915254237288,0.6934984520123839,0.7076923076923077,0.7820224719101123,0.7865168539325843
100,"[7, 4, 2]",128,0.5694915254237288,0.6934984520123839,0.7058823529411765,0.7887640449438202,0.797752808988764
100,"[7, 4, 2]",256,0.5694915254237288,0.6934984520123839,0.7058823529411765,0.7887640449438202,0.797752808988764
100,"[7, 32, 64, 16, 2]",16,0.5694915254237288,0.6934984520123839,0.7299703264094956,0.7932584269662921,0.7955056179775281
100,"[7, 32, 64, 16, 2]",64,0.5694915254237288,0.6934984520123839,0.6746268656716418,0.7865168539325843,0.7775280898876404
100,"[7, 32, 64, 16, 2]",128,0.5694915254237288,0.6934984520123839,0.7354838709677419,0.8067415730337079,0.8157303370786517
100,"[7, 32, 64, 16, 2]",256,0.5694915254237288,0.6934984520123839,0.7354838709677419,0.8067415730337079,0.8157303370786517
500,"[7, 4, 2]",16,0.5694915254237288,0.6934984520123839,0.7240356083086054,0.7932584269662921,0.7910112359550562
500,"[7, 4, 2]",64,0.5694915254237288,0.6934984520123839,0.7220630372492837,0.7887640449438202,0.7820224719101123
500,"[7, 4, 2]",128,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
500,"[7, 4, 2]",256,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
500,"[7, 32, 64, 16, 2]",16,0.5694915254237288,0.6934984520123839,0.7138810198300283,0.7887640449438202,0.7730337078651686
500,"[7, 32, 64, 16, 2]",64,0.5694915254237288,0.6934984520123839,0.7305389221556886,0.8134831460674158,0.797752808988764
500,"[7, 32, 64, 16, 2]",128,0.5694915254237288,0.6934984520123839,0.7133757961783439,0.797752808988764,0.797752808988764
500,"[7, 32, 64, 16, 2]",256,0.5694915254237288,0.6934984520123839,0.7133757961783439,0.797752808988764,0.797752808988764
1000,"[7, 4, 2]",16,0.5694915254237288,0.6934984520123839,0.7240356083086054,0.7932584269662921,0.7910112359550562
1000,"[7, 4, 2]",64,0.5694915254237288,0.6934984520123839,0.6183574879227053,0.7842696629213484,0.7775280898876404
1000,"[7, 4, 2]",128,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
1000,"[7, 4, 2]",256,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
1000,"[7, 32, 64, 16, 2]",16,0.5694915254237288,0.6934984520123839,0.7167630057803468,0.8067415730337079,0.7797752808988764
1000,"[7, 32, 64, 16, 2]",64,0.5694915254237288,0.6934984520123839,0.7349397590361446,0.8134831460674158,0.802247191011236
1000,"[7, 32, 64, 16, 2]",128,0.5694915254237288,0.6934984520123839,0.7058823529411765,0.7932584269662921,0.797752808988764
1000,"[7, 32, 64, 16, 2]",256,0.5694915254237288,0.6934984520123839,0.7058823529411765,0.7932584269662921,0.797752808988764
1500,"[7, 4, 2]",16,0.5694915254237288,0.6934984520123839,0.7240356083086054,0.7932584269662921,0.7910112359550562
1500,"[7, 4, 2]",64,0.5694915254237288,0.6934984520123839,0.6183574879227053,0.7842696629213484,0.7775280898876404
1500,"[7, 4, 2]",128,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
1500,"[7, 4, 2]",256,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
1500,"[7, 32, 64, 16, 2]",16,0.5694915254237288,0.6934984520123839,0.7096774193548387,0.797752808988764,0.7775280898876404
1500,"[7, 32, 64, 16, 2]",64,0.5694915254237288,0.6934984520123839,0.7371601208459214,0.8202247191011236,0.8044943820224719
1500,"[7, 32, 64, 16, 2]",128,0.5694915254237288,0.6934984520123839,0.6876971608832808,0.7887640449438202,0.7775280898876404
1500,"[7, 32, 64, 16, 2]",256,0.5694915254237288,0.6934984520123839,0.6876971608832808,0.7887640449438202,0.7775280898876404
1800,"[7, 4, 2]",16,0.5694915254237288,0.6934984520123839,0.7240356083086054,0.7932584269662921,0.7910112359550562
1800,"[7, 4, 2]",64,0.5694915254237288,0.6934984520123839,0.6183574879227053,0.7842696629213484,0.7775280898876404
1800,"[7, 4, 2]",128,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
1800,"[7, 4, 2]",256,0.5694915254237288,0.6934984520123839,0.7088607594936709,0.7955056179775281,0.7932584269662921
1800,"[7, 32, 64, 16, 2]",16,0.5694915254237288,0.6934984520123839,0.7017543859649122,0.7955056179775281,0.7707865168539326
1800,"[7, 32, 64, 16, 2]",64,0.5694915254237288,0.6934984520123839,0.7477744807121661,0.8179775280898877,0.8089887640449438
1800,"[7, 32, 64, 16, 2]",128,0.5694915254237288,0.6934984520123839,0.6794871794871795,0.7865168539325843,0.7775280898876404
1800,"[7, 32, 64, 16, 2]",256,0.5694915254237288,0.6934984520123839,0.6794871794871795,0.7865168539325843,0.7775280898876404
