maxIter,layer,blockSize,acc,f1,precision,recall
1500,"[7, 4, 2]",16,0.7914285714285715,0.7068273092369478,0.7652173913043478,0.6567164179104478
1500,"[7, 4, 2]",64,0.4542857142857143,0.5802197802197803,0.411214953271028,0.9850746268656716
1500,"[7, 4, 2]",128,0.8028571428571428,0.7315175097276264,0.7642276422764228,0.7014925373134329
1500,"[7, 4, 2]",256,0.8028571428571428,0.7315175097276264,0.7642276422764228,0.7014925373134329
1500,"[7, 8, 4, 2]",16,0.7542857142857143,0.6532258064516129,0.7105263157894737,0.6044776119402985
1500,"[7, 8, 4, 2]",64,0.7314285714285714,0.6594202898550725,0.6408450704225352,0.6791044776119403
1500,"[7, 8, 4, 2]",128,0.7628571428571429,0.6795366795366795,0.704,0.6567164179104478
1500,"[7, 8, 4, 2]",256,0.7628571428571429,0.6795366795366795,0.704,0.6567164179104478
1500,"[7, 32, 64, 16, 2]",16,0.7371428571428571,0.6827586206896552,0.6346153846153846,0.7388059701492538
1500,"[7, 32, 64, 16, 2]",64,0.7514285714285714,0.6925795053003534,0.6577181208053692,0.7313432835820896
1500,"[7, 32, 64, 16, 2]",128,0.8,0.7265625,0.7622950819672131,0.6940298507462687
1500,"[7, 32, 64, 16, 2]",256,0.8,0.7265625,0.7622950819672131,0.6940298507462687
