maxIter,layer,blockSize,acc,f1,precision,recall
1800,"[7, 4, 2]",16,0.7914285714285715,0.7068273092369478,0.7652173913043478,0.6567164179104478
1800,"[7, 4, 2]",64,0.4542857142857143,0.5802197802197803,0.411214953271028,0.9850746268656716
1800,"[7, 4, 2]",128,0.8028571428571428,0.7315175097276264,0.7642276422764228,0.7014925373134329
1800,"[7, 4, 2]",256,0.8028571428571428,0.7315175097276264,0.7642276422764228,0.7014925373134329
1800,"[7, 8, 4, 2]",16,0.7542857142857143,0.6532258064516129,0.7105263157894737,0.6044776119402985
1800,"[7, 8, 4, 2]",64,0.7314285714285714,0.6594202898550725,0.6408450704225352,0.6791044776119403
1800,"[7, 8, 4, 2]",128,0.7628571428571429,0.6795366795366795,0.704,0.6567164179104478
1800,"[7, 8, 4, 2]",256,0.7628571428571429,0.6795366795366795,0.704,0.6567164179104478
1800,"[7, 32, 64, 16, 2]",16,0.7285714285714285,0.6689895470383276,0.6274509803921569,0.7164179104477612
1800,"[7, 32, 64, 16, 2]",64,0.7571428571428571,0.7038327526132404,0.6601307189542484,0.753731343283582
1800,"[7, 32, 64, 16, 2]",128,0.8028571428571428,0.7315175097276264,0.7642276422764228,0.7014925373134329
1800,"[7, 32, 64, 16, 2]",256,0.8028571428571428,0.7315175097276264,0.7642276422764228,0.7014925373134329
