maxIter,layer,blockSize,acc,f1,precision,recall
500,"[7, 4, 2]",16,0.7914285714285715,0.7044534412955465,0.7699115044247787,0.6492537313432836
500,"[7, 4, 2]",64,0.4542857142857143,0.5802197802197803,0.411214953271028,0.9850746268656716
500,"[7, 4, 2]",128,0.7714285714285715,0.6747967479674797,0.7410714285714286,0.6194029850746269
500,"[7, 4, 2]",256,0.7714285714285715,0.6747967479674797,0.7410714285714286,0.6194029850746269
500,"[7, 8, 4, 2]",16,0.7542857142857143,0.6532258064516129,0.7105263157894737,0.6044776119402985
500,"[7, 8, 4, 2]",64,0.7314285714285714,0.6594202898550725,0.6408450704225352,0.6791044776119403
500,"[7, 8, 4, 2]",128,0.7628571428571429,0.6819923371647509,0.7007874015748031,0.664179104477612
500,"[7, 8, 4, 2]",256,0.7628571428571429,0.6819923371647509,0.7007874015748031,0.664179104477612
500,"[7, 32, 64, 16, 2]",16,0.72,0.65,0.6232876712328768,0.6791044776119403
500,"[7, 32, 64, 16, 2]",64,0.7028571428571428,0.6645161290322581,0.5852272727272727,0.7686567164179104
500,"[7, 32, 64, 16, 2]",128,0.7857142857142857,0.708171206225681,0.7398373983739838,0.6791044776119403
500,"[7, 32, 64, 16, 2]",256,0.7857142857142857,0.708171206225681,0.7398373983739838,0.6791044776119403
